Terminoa: element   eta agerpen kopurua:   54    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web;ReadAnnotation.js: app/scripts/annotationManagement/read;Buttons.js: app/scripts/codebook/operations/read;DOM.js: app/scripts/utils]
Terminoa: document   eta agerpen kopurua:   53    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: first   eta agerpen kopurua:   52    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web;Neo4JClient.js: app/scripts/annotationServer/neo4j]
Terminoa: container   eta agerpen kopurua:   50    Agertzen da:		[pdf.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: theme   eta agerpen kopurua:   49    Agertzen da:		[GoogleSheetGenerator.js: app/scripts/annotationManagement/read;Codebook.js: app/scripts/codebook/model;ReadCodebook.js: app/scripts/codebook/operations/read;UpdateCodebook.js: app/scripts/codebook/operations/update]
Terminoa: array   eta agerpen kopurua:   48    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;Neo4JClient.js: app/scripts/annotationServer/neo4j;DataUtils.js: app/scripts/utils]
Terminoa: pageNumber   eta agerpen kopurua:   47    Agertzen da:		[viewer.js: app/content/pdfjs/web;reviewModel.js: app/scripts/exporter;PDFTextUtils.js: app/scripts/utils]
Terminoa: font   eta agerpen kopurua:   46    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: text   eta agerpen kopurua:   45    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;MoodleComment.js: app/scripts/annotationManagement/read;MoodleReport.js: app/scripts/annotationManagement/read]
Terminoa: button   eta agerpen kopurua:   45    Agertzen da:		[viewer.js: app/content/pdfjs/web;Buttons.js: app/scripts/codebook/operations/read]
Terminoa: title   eta agerpen kopurua:   44    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web;CommentingForm.js: app/scripts/annotationManagement/purposes]
Terminoa: transformStream   eta agerpen kopurua:   44    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: bufferLength   eta agerpen kopurua:   43    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: object   eta agerpen kopurua:   43    Agertzen da:		[AnnotationExporter.js: app/scripts/importExport]
Terminoa: charCode   eta agerpen kopurua:   42    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: groups   eta agerpen kopurua:   42    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build;BrowserStorageClient.js: app/scripts/annotationServer/browserStorage;reviewModel.js: app/scripts/exporter]
Terminoa: module   eta agerpen kopurua:   41    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: task   eta agerpen kopurua:   41    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;TaskManager.js: app/scripts/background]
Terminoa: tags   eta agerpen kopurua:   41    Agertzen da:		[CreateAnnotation.js: app/scripts/annotationManagement/create;BrowserStorageClient.js: app/scripts/annotationServer/browserStorage;Neo4JClient.js: app/scripts/annotationServer/neo4j;Code.js: app/scripts/codebook/model;Codebook.js: app/scripts/codebook/model;Theme.js: app/scripts/codebook/model;ReadCodebook.js: app/scripts/codebook/operations/read;Config.js: app/scripts]
Terminoa: capability   eta agerpen kopurua:   40    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: format   eta agerpen kopurua:   39    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: view   eta agerpen kopurua:   38    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: source   eta agerpen kopurua:   38    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;CreateAnnotation.js: app/scripts/annotationManagement/create;AnnotationUtils.js: app/scripts/utils;BrowserStorageSearch.js: app/scripts]
Terminoa: level   eta agerpen kopurua:   38    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build;MoodleReport.js: app/scripts/annotationManagement/read;APISimulation.js: app/scripts/moodle]
Terminoa: target   eta agerpen kopurua:   37    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web;CreateAnnotation.js: app/scripts/annotationManagement/create]
Terminoa: anObject   eta agerpen kopurua:   36    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: mask   eta agerpen kopurua:   36    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: number   eta agerpen kopurua:   35    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: entry   eta agerpen kopurua:   35    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: handler   eta agerpen kopurua:   35    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: dest   eta agerpen kopurua:   34    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: events   eta agerpen kopurua:   33    Agertzen da:		[CreateAnnotation.js: app/scripts/annotationManagement/create;MoodleComment.js: app/scripts/annotationManagement/read;MoodleReport.js: app/scripts/annotationManagement/read;ReadAnnotation.js: app/scripts/annotationManagement/read;UserFilter.js: app/scripts/annotationManagement/read;AnnotationManagement.js: app/scripts/annotationManagement;DeleteAnnotation.js: app/scripts/annotationManagement;UpdateAnnotation.js: app/scripts/annotationManagement;CreateCodebook.js: app/scripts/codebook/operations/create;DeleteCodebook.js: app/scripts/codebook/operations/delete;ExportCodebook.js: app/scripts/codebook/operations/export;ImportCodebook.js: app/scripts/codebook/operations/import;ReadCodebook.js: app/scripts/codebook/operations/read;RenameCodebook.js: app/scripts/codebook/operations/update;UpdateCodebook.js: app/scripts/codebook/operations/update;AnnotatedContentManager.js: app/scripts/contentScript]
Terminoa: users   eta agerpen kopurua:   33    Agertzen da:		[GoogleSheetGenerator.js: app/scripts/annotationManagement/read]
Terminoa: toLength   eta agerpen kopurua:   32    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: node   eta agerpen kopurua:   32    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: found   eta agerpen kopurua:   32    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
Terminoa: component   eta agerpen kopurua:   32    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: encoding   eta agerpen kopurua:   32    Agertzen da:		[pdf.worker.js: app/content/pdfjs/build]
Terminoa: unicode   eta agerpen kopurua:   31    Agertzen da:		[pdf.js: app/content/pdfjs/build;pdf.worker.js: app/content/pdfjs/build]
Terminoa: canvas   eta agerpen kopurua:   30    Agertzen da:		[pdf.js: app/content/pdfjs/build;viewer.js: app/content/pdfjs/web]
